Control,Status,Risk Score,Department,Owner,Created Date,Resolved Date,Framework,Control Description,Evidence,SLA Days,Access Type,MTTR Days
C0677,Completed,5,Risk,Mark,2025-01-25,2025-02-15,PCI-DSS,Vulnerability Scan,vuln_scan_report.pdf,30,Database,21.0
C0678,Completed,1,Risk,Brian,2025-02-23,2025-03-17,PCI-DSS,Vulnerability Scan,vuln_scan_report.pdf,30,Database,22.0
C0679,In Progress,7,Finance,Mark,2025-01-29,,NIST,User Access Review,firewall_config.png,30,Database,
C0680,In Progress,5,Finance,Alice,2025-03-24,,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Admin System,
C0681,In Progress,8,Risk,John,2025-02-05,,HIPAA,Incident Response,access_review.xlsx,7,Application,
C0682,Completed,8,HR,John,2025-01-14,2025-01-21,HIPAA,Patch Management,log_patch_001.pdf,30,Application,7.0
C0683,Completed,9,Risk,Jane,2025-03-19,2025-04-02,HIPAA,User Access Review,firewall_config.png,30,Admin System,14.0
C0684,Failed,7,Operations,Mary,2025-02-04,2025-02-18,NIST,Vulnerability Scan,vuln_scan_report.pdf,14,Admin System,14.0
C0685,In Progress,1,Risk,Susan,2025-01-30,,PCI-DSS,Patch Management,log_patch_001.pdf,7,Database,
C0686,Failed,3,HR,Brian,2025-01-17,2025-01-21,PCI-DSS,Firewall Configuration,firewall_config.png,30,Database,4.0
C0687,Failed,8,Operations,David,2025-03-08,2025-03-24,PCI-DSS,Vulnerability Scan,incident_log.txt,30,Admin System,16.0
C0688,Completed,3,IT,Susan,2025-03-21,2025-04-14,HIPAA,Encryption Control,firewall_config.png,30,Database,24.0
C0689,In Progress,8,IT,David,2025-01-30,,PCI-DSS,Patch Management,log_patch_001.pdf,14,Application,
C0690,Completed,1,HR,Mary,2025-02-14,2025-03-08,HIPAA,User Access Review,access_review.xlsx,14,Application,22.0
C0691,Completed,5,Risk,Mary,2025-03-20,2025-03-21,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,14,Database,1.0
C0692,Completed,4,Finance,Mark,2025-03-30,2025-04-16,HIPAA,Incident Response,incident_log.txt,30,Database,17.0
C0693,Failed,5,HR,Alice,2025-02-20,2025-03-02,PCI-DSS,Firewall Configuration,firewall_config.png,14,Database,10.0
C0694,Completed,8,Operations,Mary,2025-02-16,2025-03-10,NIST,Vulnerability Scan,log_patch_001.pdf,30,Application,22.0
C0695,Completed,4,Operations,Mary,2025-02-22,2025-03-10,NIST,Encryption Control,log_patch_001.pdf,7,Database,16.0
C0696,Failed,4,IT,David,2025-03-05,2025-03-21,HIPAA,Firewall Configuration,vuln_scan_report.pdf,30,Admin System,16.0
C0697,Completed,3,Operations,Alice,2025-02-07,2025-02-15,HIPAA,Incident Response,log_patch_001.pdf,14,Database,8.0
C0698,Failed,7,HR,Mary,2025-03-05,2025-03-12,PCI-DSS,User Access Review,log_patch_001.pdf,7,Admin System,7.0
C0699,Completed,3,Operations,Susan,2025-03-28,2025-04-03,PCI-DSS,Patch Management,vuln_scan_report.pdf,30,Database,6.0
C0700,Completed,3,HR,Jane,2025-03-30,2025-04-15,NIST,Encryption Control,incident_log.txt,7,Database,16.0
C0701,Failed,5,Finance,Mary,2025-01-07,2025-01-27,PCI-DSS,Incident Response,access_review.xlsx,7,Application,20.0
C0702,Completed,5,IT,Jane,2025-01-22,2025-02-07,HIPAA,Vulnerability Scan,access_review.xlsx,7,Admin System,16.0
C0703,Completed,6,Operations,Alice,2025-03-22,2025-03-29,HIPAA,Vulnerability Scan,firewall_config.png,30,Admin System,7.0
C0704,Completed,8,HR,Mark,2025-03-23,2025-04-01,HIPAA,Vulnerability Scan,incident_log.txt,14,Admin System,9.0
C0705,Completed,6,Risk,Brian,2025-02-10,2025-02-24,HIPAA,Encryption Control,firewall_config.png,30,Application,14.0
C0706,In Progress,1,IT,Alice,2025-03-15,,HIPAA,Firewall Configuration,access_review.xlsx,14,Admin System,
C0707,Completed,8,Finance,David,2025-01-10,2025-01-21,NIST,Encryption Control,vuln_scan_report.pdf,30,Application,11.0
C0708,In Progress,8,HR,Brian,2025-02-26,,NIST,Vulnerability Scan,log_patch_001.pdf,30,Database,
C0709,Completed,9,Finance,Susan,2025-01-07,2025-01-21,HIPAA,Incident Response,access_review.xlsx,30,Database,14.0
C0710,Failed,9,Finance,John,2025-02-19,2025-02-26,PCI-DSS,Patch Management,incident_log.txt,14,Admin System,7.0
C0711,In Progress,2,Operations,Jane,2025-02-21,,HIPAA,Patch Management,access_review.xlsx,30,Database,
C0712,Failed,2,Operations,Jane,2025-02-02,2025-02-03,NIST,Encryption Control,incident_log.txt,7,Database,1.0
C0713,Completed,3,HR,Jane,2025-01-01,2025-01-14,HIPAA,Vulnerability Scan,incident_log.txt,30,Admin System,13.0
C0714,Completed,1,Risk,Alice,2025-02-22,2025-03-14,NIST,User Access Review,incident_log.txt,7,Database,20.0
C0715,Completed,4,HR,Jane,2025-03-01,2025-03-04,NIST,Encryption Control,firewall_config.png,14,Admin System,3.0
C0716,In Progress,4,Risk,Mark,2025-02-03,,HIPAA,Vulnerability Scan,vuln_scan_report.pdf,14,Admin System,
C0717,In Progress,9,Finance,Jane,2025-01-04,,HIPAA,Firewall Configuration,access_review.xlsx,30,Database,
C0718,In Progress,9,IT,David,2025-01-17,,PCI-DSS,Patch Management,vuln_scan_report.pdf,30,Database,
C0719,Completed,9,HR,Susan,2025-01-04,2025-01-24,NIST,Patch Management,log_patch_001.pdf,30,Database,20.0
C0720,In Progress,7,HR,Jane,2025-02-12,,PCI-DSS,Patch Management,access_review.xlsx,7,Database,
C0721,In Progress,2,Risk,Jane,2025-03-31,,HIPAA,User Access Review,vuln_scan_report.pdf,14,Database,
C0722,Completed,5,Finance,Brian,2025-01-04,2025-01-08,NIST,Vulnerability Scan,vuln_scan_report.pdf,7,Application,4.0
C0723,Completed,4,Finance,Susan,2025-01-01,2025-01-12,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,7,Database,11.0
C0724,In Progress,8,Risk,Jane,2025-03-12,,PCI-DSS,Vulnerability Scan,incident_log.txt,30,Application,
C0725,Failed,2,Finance,Alice,2025-02-19,2025-02-21,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Admin System,2.0
C0726,In Progress,6,Operations,Mary,2025-03-14,,HIPAA,User Access Review,access_review.xlsx,7,Database,
C0727,Completed,5,IT,Mark,2025-03-02,2025-03-16,HIPAA,Incident Response,log_patch_001.pdf,7,Database,14.0
C0728,In Progress,2,HR,Alice,2025-02-04,,HIPAA,Encryption Control,incident_log.txt,30,Database,
C0729,Completed,1,IT,John,2025-01-08,2025-01-20,NIST,Encryption Control,access_review.xlsx,30,Admin System,12.0
C0730,Completed,8,HR,Alice,2025-01-24,2025-02-10,HIPAA,Vulnerability Scan,access_review.xlsx,7,Application,17.0
C0731,Completed,2,Operations,Brian,2025-03-24,2025-04-05,NIST,Firewall Configuration,access_review.xlsx,30,Application,12.0
C0732,In Progress,7,Finance,Brian,2025-02-05,,PCI-DSS,Patch Management,incident_log.txt,30,Database,
C0733,Failed,9,Risk,Jane,2025-02-19,2025-03-03,PCI-DSS,User Access Review,log_patch_001.pdf,7,Database,12.0
C0734,Failed,9,Operations,Alice,2025-02-12,2025-02-13,HIPAA,Firewall Configuration,access_review.xlsx,7,Database,1.0
C0735,Completed,8,IT,Brian,2025-01-27,2025-02-09,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,14,Database,13.0
C0736,In Progress,9,Risk,Mary,2025-02-01,,HIPAA,Vulnerability Scan,incident_log.txt,7,Admin System,
C0737,Completed,2,Finance,Susan,2025-03-19,2025-04-02,NIST,User Access Review,firewall_config.png,30,Database,14.0
C0738,In Progress,6,Operations,Alice,2025-01-18,,PCI-DSS,Encryption Control,log_patch_001.pdf,7,Admin System,
C0739,Completed,4,Risk,Mark,2025-01-28,2025-02-21,HIPAA,Patch Management,vuln_scan_report.pdf,7,Database,24.0
C0740,Completed,4,Operations,Mary,2025-01-29,2025-01-31,PCI-DSS,Encryption Control,access_review.xlsx,7,Application,2.0
C0741,Completed,5,Operations,Jane,2025-01-16,2025-01-28,PCI-DSS,Firewall Configuration,firewall_config.png,14,Application,12.0
C0742,Completed,3,Finance,Susan,2025-02-16,2025-03-09,HIPAA,Patch Management,log_patch_001.pdf,14,Database,21.0
C0743,In Progress,1,HR,Mark,2025-02-28,,PCI-DSS,Incident Response,incident_log.txt,30,Database,
C0744,Failed,8,Risk,Jane,2025-01-31,2025-02-16,PCI-DSS,Firewall Configuration,firewall_config.png,14,Admin System,16.0
C0745,Completed,5,Finance,Mark,2025-01-04,2025-01-08,PCI-DSS,Encryption Control,firewall_config.png,7,Database,4.0
C0746,In Progress,3,Operations,Jane,2025-02-06,,PCI-DSS,Encryption Control,vuln_scan_report.pdf,14,Database,
C0747,Completed,7,Finance,Mark,2025-01-17,2025-01-25,NIST,Vulnerability Scan,log_patch_001.pdf,7,Database,8.0
C0748,Failed,7,HR,Susan,2025-02-08,2025-02-10,PCI-DSS,Encryption Control,vuln_scan_report.pdf,14,Application,2.0
C0749,In Progress,1,Risk,Mary,2025-02-17,,PCI-DSS,User Access Review,vuln_scan_report.pdf,14,Admin System,
C0750,Failed,9,HR,Mark,2025-02-15,2025-02-25,HIPAA,Firewall Configuration,access_review.xlsx,14,Application,10.0
C0751,Completed,2,IT,Mark,2025-03-31,2025-04-09,NIST,Patch Management,incident_log.txt,7,Admin System,9.0
C0752,In Progress,5,Risk,David,2025-02-17,,HIPAA,Encryption Control,firewall_config.png,14,Application,
C0753,Failed,5,HR,Alice,2025-02-08,2025-03-03,HIPAA,Vulnerability Scan,log_patch_001.pdf,7,Database,23.0
C0754,Completed,8,Operations,Susan,2025-01-04,2025-01-19,HIPAA,Vulnerability Scan,incident_log.txt,7,Application,15.0
C0755,Completed,8,Risk,Jane,2025-01-30,2025-02-12,NIST,Encryption Control,incident_log.txt,30,Application,13.0
C0756,In Progress,7,Risk,Susan,2025-01-30,,HIPAA,User Access Review,log_patch_001.pdf,14,Admin System,
C0757,Failed,7,Finance,Brian,2025-01-22,2025-02-14,HIPAA,Vulnerability Scan,incident_log.txt,30,Admin System,23.0
C0758,Failed,6,Operations,Jane,2025-03-16,2025-04-02,HIPAA,Patch Management,access_review.xlsx,30,Application,17.0
C0759,In Progress,6,IT,Susan,2025-03-07,,PCI-DSS,Firewall Configuration,incident_log.txt,7,Admin System,
C0760,In Progress,9,HR,Mary,2025-01-12,,HIPAA,Incident Response,access_review.xlsx,14,Admin System,
C0761,Completed,6,Finance,Jane,2025-02-05,2025-02-21,NIST,User Access Review,firewall_config.png,7,Admin System,16.0
C0762,Completed,2,HR,Jane,2025-01-18,2025-01-20,NIST,Vulnerability Scan,firewall_config.png,7,Admin System,2.0
C0763,Completed,2,IT,Susan,2025-03-31,2025-04-20,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,14,Admin System,20.0
C0764,In Progress,5,IT,Jane,2025-02-22,,NIST,Incident Response,access_review.xlsx,7,Application,
C0765,Completed,4,Risk,David,2025-03-12,2025-04-01,NIST,Encryption Control,firewall_config.png,14,Admin System,20.0
C0766,Failed,2,IT,Alice,2025-01-01,2025-01-15,PCI-DSS,Encryption Control,incident_log.txt,14,Database,14.0
C0767,In Progress,3,HR,Jane,2025-02-27,,HIPAA,Patch Management,log_patch_001.pdf,7,Application,
C0768,In Progress,7,Operations,Alice,2025-03-31,,PCI-DSS,Incident Response,log_patch_001.pdf,7,Application,
C0769,Completed,8,Operations,Susan,2025-03-28,2025-03-31,HIPAA,Encryption Control,access_review.xlsx,30,Application,3.0
C0770,In Progress,6,Risk,Mark,2025-03-31,,HIPAA,Encryption Control,vuln_scan_report.pdf,7,Admin System,
C0771,Completed,5,HR,John,2025-01-06,2025-01-29,NIST,Vulnerability Scan,incident_log.txt,14,Database,23.0
C0772,In Progress,1,HR,John,2025-03-11,,PCI-DSS,Patch Management,access_review.xlsx,30,Admin System,
C0773,Completed,8,IT,Mark,2025-02-13,2025-02-25,NIST,Firewall Configuration,log_patch_001.pdf,14,Application,12.0
C0774,Completed,3,HR,Mark,2025-03-13,2025-03-21,NIST,Encryption Control,access_review.xlsx,30,Application,8.0
C0775,In Progress,6,Finance,Mark,2025-01-24,,HIPAA,User Access Review,incident_log.txt,7,Application,
C0776,Completed,3,IT,Mary,2025-03-27,2025-03-29,NIST,User Access Review,firewall_config.png,7,Application,2.0
C0777,Completed,7,Finance,John,2025-01-19,2025-01-23,PCI-DSS,Firewall Configuration,incident_log.txt,7,Admin System,4.0
C0778,In Progress,7,Risk,Mark,2025-01-18,,NIST,Incident Response,firewall_config.png,14,Database,
C0779,In Progress,9,Operations,Mary,2025-01-30,,NIST,Patch Management,firewall_config.png,30,Database,
C0780,Failed,5,Risk,Brian,2025-02-11,2025-02-25,HIPAA,Vulnerability Scan,firewall_config.png,14,Application,14.0
C0781,Failed,8,Operations,Jane,2025-02-02,2025-02-18,PCI-DSS,User Access Review,access_review.xlsx,30,Database,16.0
C0782,Failed,8,Risk,Mary,2025-03-15,2025-04-03,NIST,User Access Review,log_patch_001.pdf,7,Application,19.0
C0783,Completed,1,HR,John,2025-01-12,2025-01-14,HIPAA,Firewall Configuration,access_review.xlsx,14,Application,2.0
C0784,Completed,5,Finance,Susan,2025-01-27,2025-02-08,NIST,Incident Response,log_patch_001.pdf,7,Database,12.0
C0785,Completed,3,Operations,Brian,2025-02-08,2025-02-22,PCI-DSS,Incident Response,incident_log.txt,14,Application,14.0
C0786,In Progress,1,IT,John,2025-01-09,,NIST,Firewall Configuration,vuln_scan_report.pdf,7,Database,
C0787,Failed,4,Finance,Jane,2025-01-21,2025-01-27,NIST,User Access Review,incident_log.txt,14,Application,6.0
C0788,Completed,8,IT,Mary,2025-03-17,2025-03-30,HIPAA,Patch Management,access_review.xlsx,14,Database,13.0
C0789,Completed,3,Finance,David,2025-01-29,2025-02-02,NIST,User Access Review,access_review.xlsx,30,Application,4.0
C0790,In Progress,2,Finance,Alice,2025-02-02,,HIPAA,Incident Response,log_patch_001.pdf,7,Database,
C0791,Completed,9,Risk,Jane,2025-03-03,2025-03-25,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Application,22.0
C0792,Failed,5,Operations,John,2025-01-15,2025-02-02,NIST,User Access Review,firewall_config.png,30,Application,18.0
C0793,Failed,7,Operations,Mark,2025-01-02,2025-01-14,PCI-DSS,Patch Management,access_review.xlsx,7,Application,12.0
C0794,Failed,2,Finance,Mary,2025-02-21,2025-03-13,PCI-DSS,Encryption Control,log_patch_001.pdf,14,Database,20.0
C0795,Completed,9,HR,Mark,2025-02-13,2025-03-07,NIST,User Access Review,log_patch_001.pdf,30,Admin System,22.0
C0796,In Progress,9,HR,Mark,2025-02-23,,HIPAA,Firewall Configuration,firewall_config.png,7,Application,
C0797,In Progress,4,IT,Mark,2025-01-18,,PCI-DSS,Encryption Control,log_patch_001.pdf,14,Application,
C0798,Failed,4,IT,Mark,2025-01-03,2025-01-24,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,30,Database,21.0
C0799,Failed,6,Risk,Mark,2025-01-07,2025-01-26,NIST,Firewall Configuration,incident_log.txt,30,Application,19.0
C0800,In Progress,6,Finance,Brian,2025-02-12,,NIST,Firewall Configuration,access_review.xlsx,30,Application,
C0801,In Progress,1,IT,John,2025-03-23,,NIST,User Access Review,vuln_scan_report.pdf,14,Application,
C0802,Completed,9,IT,Jane,2025-02-07,2025-02-15,NIST,Incident Response,access_review.xlsx,30,Application,8.0
C0803,Failed,2,Finance,John,2025-02-06,2025-02-13,NIST,Encryption Control,vuln_scan_report.pdf,14,Admin System,7.0
C0804,Failed,5,Risk,Jane,2025-02-27,2025-03-15,NIST,Patch Management,access_review.xlsx,30,Admin System,16.0
C0805,Completed,9,IT,Alice,2025-02-02,2025-02-21,HIPAA,Incident Response,firewall_config.png,7,Application,19.0
C0806,In Progress,4,Risk,Mary,2025-02-28,,PCI-DSS,User Access Review,log_patch_001.pdf,30,Application,
C0807,In Progress,3,Operations,David,2025-01-11,,HIPAA,Firewall Configuration,log_patch_001.pdf,7,Application,
C0808,In Progress,7,Risk,Brian,2025-03-09,,HIPAA,Patch Management,firewall_config.png,7,Admin System,
C0809,Completed,6,HR,Mary,2025-03-23,2025-03-29,NIST,Encryption Control,vuln_scan_report.pdf,7,Admin System,6.0
C0810,Completed,8,HR,Brian,2025-03-09,2025-03-29,PCI-DSS,Incident Response,incident_log.txt,14,Database,20.0
C0811,In Progress,3,Risk,Jane,2025-03-29,,HIPAA,Vulnerability Scan,vuln_scan_report.pdf,7,Database,
C0812,In Progress,5,HR,John,2025-01-22,,NIST,Incident Response,log_patch_001.pdf,30,Application,
C0813,Completed,4,Operations,Mark,2025-03-07,2025-03-28,NIST,Patch Management,incident_log.txt,14,Application,21.0
C0814,In Progress,4,Finance,Alice,2025-02-13,,PCI-DSS,User Access Review,access_review.xlsx,7,Admin System,
C0815,In Progress,4,HR,Alice,2025-01-06,,HIPAA,Encryption Control,incident_log.txt,14,Application,
C0816,Failed,8,HR,Susan,2025-02-11,2025-02-22,HIPAA,Patch Management,vuln_scan_report.pdf,14,Application,11.0
C0817,Failed,6,Risk,David,2025-01-25,2025-01-30,HIPAA,Firewall Configuration,firewall_config.png,14,Admin System,5.0
C0818,Completed,3,Operations,Alice,2025-02-26,2025-03-14,NIST,Encryption Control,access_review.xlsx,30,Admin System,16.0
C0819,Completed,5,Finance,Mark,2025-03-26,2025-04-02,PCI-DSS,Incident Response,vuln_scan_report.pdf,7,Admin System,7.0
C0820,Completed,6,Risk,John,2025-02-24,2025-03-01,PCI-DSS,Patch Management,access_review.xlsx,14,Admin System,5.0
C0821,In Progress,5,Risk,David,2025-01-16,,HIPAA,Incident Response,incident_log.txt,14,Database,
C0822,Completed,6,Operations,Jane,2025-01-14,2025-01-25,NIST,Incident Response,log_patch_001.pdf,14,Admin System,11.0
C0823,Completed,8,Finance,Mary,2025-02-08,2025-02-23,HIPAA,Incident Response,vuln_scan_report.pdf,7,Admin System,15.0
C0824,Completed,7,Operations,Jane,2025-01-28,2025-01-31,PCI-DSS,User Access Review,firewall_config.png,14,Application,3.0
C0825,Failed,5,Finance,Mark,2025-02-20,2025-02-25,NIST,Incident Response,incident_log.txt,14,Application,5.0
C0826,In Progress,6,Operations,Mark,2025-02-18,,HIPAA,Firewall Configuration,vuln_scan_report.pdf,30,Application,
C0827,Completed,4,Risk,Alice,2025-01-09,2025-02-01,HIPAA,Firewall Configuration,firewall_config.png,7,Database,23.0
C0828,Completed,9,Risk,David,2025-02-27,2025-03-20,NIST,Encryption Control,vuln_scan_report.pdf,30,Admin System,21.0
C0829,In Progress,4,IT,John,2025-02-14,,PCI-DSS,Vulnerability Scan,incident_log.txt,7,Admin System,
C0830,Completed,1,HR,Jane,2025-01-22,2025-01-27,NIST,Incident Response,vuln_scan_report.pdf,7,Database,5.0
C0831,Completed,7,Operations,Susan,2025-02-01,2025-02-10,HIPAA,Incident Response,access_review.xlsx,7,Admin System,9.0
C0832,Completed,7,IT,Jane,2025-03-10,2025-03-25,HIPAA,Patch Management,incident_log.txt,30,Application,15.0
C0833,Completed,4,HR,Brian,2025-03-28,2025-03-31,HIPAA,User Access Review,vuln_scan_report.pdf,30,Database,3.0
C0834,Completed,3,Operations,Brian,2025-03-10,2025-03-16,HIPAA,Vulnerability Scan,log_patch_001.pdf,30,Admin System,6.0
C0835,Completed,8,Finance,John,2025-02-11,2025-02-28,PCI-DSS,Encryption Control,vuln_scan_report.pdf,30,Database,17.0
C0836,Completed,5,HR,John,2025-02-22,2025-03-15,PCI-DSS,Vulnerability Scan,access_review.xlsx,14,Database,21.0
C0837,In Progress,7,Risk,Brian,2025-02-28,,HIPAA,Incident Response,firewall_config.png,14,Admin System,
C0838,Completed,4,IT,Susan,2025-03-15,2025-03-23,PCI-DSS,Patch Management,firewall_config.png,14,Application,8.0
C0839,Failed,4,HR,David,2025-02-08,2025-03-01,PCI-DSS,User Access Review,firewall_config.png,7,Admin System,21.0
C0840,Failed,8,HR,Brian,2025-01-15,2025-01-26,PCI-DSS,Encryption Control,log_patch_001.pdf,14,Admin System,11.0
C0841,Completed,8,Risk,John,2025-03-12,2025-03-18,HIPAA,Vulnerability Scan,access_review.xlsx,7,Application,6.0
C0842,Failed,2,Operations,Alice,2025-01-29,2025-02-06,NIST,Encryption Control,incident_log.txt,30,Admin System,8.0
C0843,Completed,2,Finance,Mary,2025-01-03,2025-01-13,NIST,Incident Response,firewall_config.png,7,Admin System,10.0
C0844,In Progress,3,Risk,Susan,2025-03-24,,NIST,Encryption Control,access_review.xlsx,7,Admin System,
C0845,Completed,3,Finance,Mark,2025-01-10,2025-02-03,HIPAA,Patch Management,vuln_scan_report.pdf,14,Database,24.0
C0846,Completed,1,Operations,Susan,2025-01-29,2025-02-01,PCI-DSS,Encryption Control,log_patch_001.pdf,30,Database,3.0
C0847,Completed,3,HR,Alice,2025-03-20,2025-04-12,PCI-DSS,Firewall Configuration,access_review.xlsx,30,Database,23.0
C0848,In Progress,6,Finance,Alice,2025-02-04,,HIPAA,Patch Management,access_review.xlsx,14,Admin System,
C0849,Failed,8,IT,Mark,2025-01-06,2025-01-20,HIPAA,Vulnerability Scan,incident_log.txt,30,Application,14.0
C0850,Failed,6,IT,Jane,2025-01-12,2025-02-04,NIST,User Access Review,access_review.xlsx,30,Database,23.0
C0851,Completed,5,Risk,John,2025-02-07,2025-02-21,NIST,User Access Review,incident_log.txt,30,Application,14.0
C0852,In Progress,4,Operations,Brian,2025-03-18,,HIPAA,Incident Response,log_patch_001.pdf,14,Admin System,
C0853,Completed,3,Risk,Jane,2025-01-19,2025-01-29,NIST,Incident Response,log_patch_001.pdf,30,Database,10.0
C0854,In Progress,4,Risk,David,2025-03-08,,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,7,Admin System,
C0855,Completed,7,Risk,Susan,2025-01-08,2025-01-20,HIPAA,Vulnerability Scan,incident_log.txt,7,Application,12.0
C0856,Completed,1,IT,Mark,2025-01-08,2025-01-14,HIPAA,User Access Review,incident_log.txt,30,Database,6.0
C0857,Completed,7,IT,Susan,2025-03-25,2025-04-06,PCI-DSS,User Access Review,firewall_config.png,14,Database,12.0
C0858,Completed,1,Risk,Jane,2025-02-16,2025-03-11,PCI-DSS,User Access Review,firewall_config.png,14,Database,23.0
C0859,Failed,2,IT,Alice,2025-01-04,2025-01-18,PCI-DSS,User Access Review,vuln_scan_report.pdf,14,Database,14.0
C0860,Completed,4,Operations,Brian,2025-02-20,2025-02-22,NIST,Encryption Control,log_patch_001.pdf,30,Application,2.0
C0861,In Progress,1,Risk,Susan,2025-03-26,,HIPAA,Vulnerability Scan,firewall_config.png,30,Database,
C0862,Completed,9,IT,David,2025-03-08,2025-03-17,NIST,Patch Management,access_review.xlsx,7,Admin System,9.0
C0863,Failed,6,Finance,Alice,2025-02-14,2025-02-24,PCI-DSS,Patch Management,log_patch_001.pdf,14,Database,10.0
C0864,Completed,1,Risk,David,2025-01-08,2025-01-25,NIST,Firewall Configuration,access_review.xlsx,7,Application,17.0
C0865,Completed,1,Risk,Brian,2025-03-28,2025-04-14,PCI-DSS,Encryption Control,incident_log.txt,7,Database,17.0
C0866,Failed,6,Operations,Susan,2025-01-16,2025-01-19,NIST,User Access Review,log_patch_001.pdf,14,Application,3.0
C0867,Completed,4,HR,Mary,2025-03-18,2025-04-06,NIST,User Access Review,vuln_scan_report.pdf,30,Application,19.0
C0868,Completed,4,HR,Jane,2025-03-08,2025-03-09,PCI-DSS,Incident Response,incident_log.txt,30,Admin System,1.0
C0869,In Progress,6,Operations,Susan,2025-01-09,,NIST,Incident Response,incident_log.txt,7,Database,
C0870,In Progress,7,Operations,Jane,2025-03-01,,HIPAA,Firewall Configuration,access_review.xlsx,7,Database,
C0871,Completed,9,Operations,Brian,2025-03-19,2025-03-31,NIST,User Access Review,incident_log.txt,7,Database,12.0
C0872,Completed,5,HR,Susan,2025-03-18,2025-03-25,NIST,Firewall Configuration,firewall_config.png,7,Admin System,7.0
C0873,Failed,9,Operations,Jane,2025-03-12,2025-03-16,HIPAA,Encryption Control,log_patch_001.pdf,14,Admin System,4.0
C0874,Completed,4,IT,Mark,2025-01-15,2025-01-25,PCI-DSS,Patch Management,firewall_config.png,7,Application,10.0
C0875,Completed,2,Risk,Jane,2025-03-12,2025-03-25,HIPAA,User Access Review,access_review.xlsx,7,Application,13.0
C0876,Completed,3,Risk,Susan,2025-02-10,2025-02-12,NIST,Vulnerability Scan,access_review.xlsx,30,Application,2.0
C0877,In Progress,1,Finance,John,2025-01-22,,PCI-DSS,Encryption Control,log_patch_001.pdf,30,Admin System,
C0878,Failed,6,Finance,Susan,2025-01-24,2025-02-03,NIST,User Access Review,incident_log.txt,30,Admin System,10.0
C0879,Completed,6,Risk,Susan,2025-02-13,2025-03-06,NIST,Vulnerability Scan,vuln_scan_report.pdf,14,Admin System,21.0
C0880,Completed,1,IT,Jane,2025-01-01,2025-01-23,HIPAA,Incident Response,access_review.xlsx,14,Application,22.0
C0881,Completed,3,HR,David,2025-01-10,2025-01-14,HIPAA,Firewall Configuration,log_patch_001.pdf,30,Admin System,4.0
C0882,Failed,5,HR,Mary,2025-03-21,2025-04-08,PCI-DSS,Incident Response,vuln_scan_report.pdf,30,Application,18.0
C0883,Completed,3,IT,David,2025-03-13,2025-03-18,PCI-DSS,Patch Management,incident_log.txt,7,Application,5.0
C0884,Completed,3,HR,Jane,2025-02-25,2025-03-16,PCI-DSS,Incident Response,access_review.xlsx,7,Database,19.0
C0885,In Progress,3,Operations,David,2025-03-30,,NIST,User Access Review,log_patch_001.pdf,14,Database,
C0886,Completed,5,Risk,Alice,2025-02-19,2025-02-21,HIPAA,Vulnerability Scan,log_patch_001.pdf,14,Database,2.0
C0887,Failed,5,Risk,John,2025-01-12,2025-01-24,HIPAA,Incident Response,log_patch_001.pdf,7,Application,12.0
C0888,Completed,4,IT,David,2025-03-30,2025-04-16,HIPAA,User Access Review,access_review.xlsx,30,Database,17.0
C0889,Completed,1,HR,Mark,2025-03-22,2025-04-01,PCI-DSS,Patch Management,vuln_scan_report.pdf,7,Database,10.0
C0890,Completed,5,Finance,Brian,2025-03-01,2025-03-03,HIPAA,Vulnerability Scan,log_patch_001.pdf,14,Database,2.0
C0891,In Progress,5,Finance,Mark,2025-01-26,,HIPAA,Incident Response,incident_log.txt,14,Admin System,
C0892,In Progress,4,HR,Brian,2025-03-19,,HIPAA,Firewall Configuration,log_patch_001.pdf,7,Application,
C0893,In Progress,6,Finance,Susan,2025-02-10,,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,7,Database,
C0894,Completed,4,IT,Alice,2025-02-05,2025-02-11,HIPAA,Vulnerability Scan,access_review.xlsx,7,Admin System,6.0
C0895,Failed,7,IT,John,2025-01-23,2025-01-31,PCI-DSS,Firewall Configuration,log_patch_001.pdf,14,Admin System,8.0
C0896,Completed,7,HR,Mark,2025-02-12,2025-03-03,HIPAA,Incident Response,log_patch_001.pdf,30,Admin System,19.0
C0897,Completed,2,Finance,John,2025-01-06,2025-01-17,HIPAA,Incident Response,incident_log.txt,7,Database,11.0
C0898,In Progress,3,IT,Mark,2025-03-10,,HIPAA,Vulnerability Scan,incident_log.txt,14,Admin System,
C0899,Completed,1,IT,Susan,2025-02-12,2025-02-24,PCI-DSS,Incident Response,log_patch_001.pdf,14,Application,12.0
C0900,Completed,8,Operations,Brian,2025-01-25,2025-02-03,PCI-DSS,User Access Review,log_patch_001.pdf,14,Admin System,9.0
C0901,Completed,9,Operations,Mary,2025-01-18,2025-01-20,HIPAA,Patch Management,incident_log.txt,7,Admin System,2.0
